"","region","region_code","geography","year","P","G","E","F","g","e","f","ef","G_ppp","G_mer"
"1","Algeria","DZA","nation",2019,0.043053054,0.202805017528715,2.40569551765951,147.110344076344,4.71058377249416,11.8621104496041,61.1508576195324,725.378227170906,0.488639271447397,0.202805017528715
"2","Algeria","DZA","nation",2018,0.042228429,0.201195453897534,2.2932001263624,140.448484201968,4.76445509960918,11.3978724764343,61.245629017453,698.069869279931,0.484761181991465,0.201195453897534
"3","Algeria","DZA","nation",2017,0.041389198,0.198417607392417,2.12750946367808,130.680988945146,4.79394665710645,10.7223824117102,61.424398422756,658.615889298041,0.478068226812184,0.198417607392417
"4","Algeria","DZA","nation",2016,0.040551404,0.195871280744639,2.10467211949789,127.663006870231,4.83019726628057,10.7451797501737,60.6569572939884,651.769909222515,0.471933096561468,0.195871280744639
"5","Algeria","DZA","nation",2015,0.039728025,0.18979775265984,2.10693563118889,128.967430760903,4.77742733649206,11.1009514162425,61.210902151828,679.499250931815,0.457299512172702,0.18979775265984
"6","Algeria","DZA","nation",2014,0.038923687,0.183025798128057,1.99805316650916,123.596134302447,4.70217012401875,10.9167843382996,61.8582810378287,675.293513627904,0.440983136133255,0.183025798128057
"7","Algeria","DZA","nation",2013,0.038140132,0.176325431721275,1.83216902389563,115.439441416559,4.62309442770872,10.3908381565276,63.0069823858864,654.695356702932,0.424839244826537,0.176325431721275
"8","Algeria","DZA","nation",2012,0.037383887,0.171522793502764,1.7320125763817,108.875358347583,4.58814765577384,10.0978566230837,62.8606049587881,634.757376114145,0.413267747884719,0.171522793502764
"9","Algeria","DZA","nation",2011,0.036661444,0.165882779019092,1.58467382972189,100.577352772787,4.52472027613239,9.55297372694429,63.4688040443242,606.315817516004,0.399678673009567,0.165882779019092
"10","Algeria","DZA","nation",2010,0.035977455,0.161207754147286,1.4924748635608,94.185723308359,4.4807992713016,9.25808359191717,63.1070751058728,584.250576571566,0.388414648207842,0.161207754147286
"11","Algeria","DZA","nation",2009,0.035333881,0.155605940297065,1.53137413479458,95.6718405398077,4.40387344648229,9.8413603739745,62.4745046726556,614.834114669157,0.374917614101334,0.155605940297065
"12","Algeria","DZA","nation",2008,0.034730608,0.153155453046688,1.44507177284966,90.6221362934102,4.40981203227677,9.43532694463804,62.7111663213133,591.700357321165,0.369013399702173,0.153155453046688
"13","Algeria","DZA","nation",2007,0.034166972,0.149565872117241,1.36349532261258,85.2200358295983,4.37749860061468,9.11635323828268,62.5011574416763,569.782629039842,0.360364648149869,0.149565872117241
"14","Algeria","DZA","nation",2006,0.033641002,0.144647845373491,1.29382444886817,80.8043139706164,4.29974842525472,8.94465068267989,62.4538468424395,558.627843795212,0.348515133604774,0.144647845373491
"15","Algeria","DZA","nation",2005,0.033149724,0.142229936453199,1.24944153059063,76.9459429502251,4.29053154268189,8.78465927601508,61.5842687043159,540.996817329974,0.342689413572622,0.142229936453199
"16","Algeria","DZA","nation",2004,0.032692163,0.134305889002349,1.19334182679776,74.3076503138065,4.10819831659193,8.88525317588185,62.2685375180433,553.271720739713,0.32359717995592,0.134305889002349
